filename,stage,xmin,xmax,ymin,ymax
1704282807-0018-R,R,872,942,1003,1080
1704282807-0018-R,R,1180,1251,1472,1548
1704282807-0018-R,R,1384,1440,181,231
1704282807-0018-R,R,1534,1602,340,393
1704282807-0018-R,R,1675,1746,1719,1798
1704282807-0018-R,R,1978,2039,1716,1799
1704282807-0018-R,R,2000,2060,914,976
1704282807-0018-R,R,2114,2176,938,991
1704282807-0018-R,R,2146,2204,1715,1781
1704282807-0018-R,R,2365,2426,1148,1209
1704282807-0018-R,R,2480,2539,1733,1797
1704282807-0019-R_G,R_G,36,110,1793,1859
1704282807-0019-R_G,R_G,146,199,256,324
1704282807-0019-R_G,R_G,295,348,1764,1816
1704282807-0019-R_G,R_G,397,438,705,748
1704282807-0019-R_G,R_G,474,533,9,60
1704282807-0019-R_G,R_G,588,643,532,593
1704282807-0019-R_G,R_G,589,641,880,936
1704282807-0019-R_G,R_G,615,672,1596,1650
1704282807-0019-R_G,R_G,634,681,1551,1603
1704282807-0019-R_G,R_G,755,808,1147,1202
1704282807-0019-R_G,R_G,771,831,1183,1244
1704282807-0019-R_G,R_G,859,930,41,91
1704282807-0019-R_G,R_G,893,936,482,535
1704282807-0019-R_G,R_G,893,947,987,1038
1704282807-0019-R_G,R_G,952,1004,841,897
1704282807-0019-R_G,R_G,964,1031,503,565
1704282807-0019-R_G,R_G,1077,1147,242,306
1704282807-0019-R_G,R_G,1182,1329,815,964
1704282807-0019-R_G,R_G,1238,1309,1570,1650
1704282807-0019-R_G,R_G,1487,1543,218,252
1704282807-0019-R_G,R_G,1487,1543,1510,1574
1704282807-0019-R_G,R_G,1511,1563,1034,1082
1704282807-0019-R_G,R_G,1565,1632,182,254
1704282807-0019-R_G,R_G,1620,1682,1821,1879
1704282807-0019-R_G,R_G,1663,1718,1324,1361
1704282807-0019-R_G,R_G,1679,1718,1796,1867
1704282807-0019-R_G,R_G,1734,1801,1113,1169
1704282807-0019-R_G,R_G,1758,1816,1201,1249
1704282807-0019-R_G,R_G,1844,1903,258,314
1704282807-0019-R_G,R_G,2011,2073,1247,1304
1704282807-0019-R_G,R_G,2077,2139,1189,1262
1704282807-0019-R_G,R_G,2154,2209,628,691
1704282807-0019-R_G,R_G,2164,2227,559,610
1704282807-0019-R_G,R_G,2187,2267,1058,1134
1704282807-0019-R_G,R_G,2227,2280,618,677
1704282807-0019-R_G,R_G,2286,2359,613,683
1704282807-0019-R_G,R_G,2335,2398,582,647
1704282807-0019-R_G,R_G,2342,2387,1173,1228
1704282807-0019-R_G,R_G,2349,2404,327,367
1704282807-0019-R_G,R_G,2356,2424,1538,1598
1704282807-0019-R_G,R_G,2525,2569,371,414
1704282807-0020-R_T_S,R_T_S,34,95,861,932
1704282807-0020-R_T_S,R_T_S,62,142,771,845
1704282807-0020-R_T_S,R_T_S,374,424,460,535
1704282807-0020-R_T_S,R_T_S,433,505,444,537
1704282807-0020-R_T_S,R_T_S,687,753,1157,1281
1704282807-0020-R_T_S,R_T_S,886,950,1308,1377
1704282807-0020-R_T_S,R_T_S,936,1025,900,969
1704282807-0020-R_T_S,R_T_S,1175,1234,1391,1443
1704282807-0020-R_T_S,R_T_S,1205,1301,957,1071
1704282807-0020-R_T_S,R_T_S,1309,1374,588,664
1704282807-0020-R_T_S,R_T_S,1607,1708,1542,1623
1704282807-0020-R_T_S,R_T_S,1668,1741,1442,1517
1704282807-0020-R_T_S,R_T_S,1766,1853,994,1055
1704282807-0020-R_T_S,R_T_S,1774,1828,877,965
1704282807-0021-R_G,R_G,558,629,928,993
1704282807-0021-R_G,R_G,606,678,103,198
1704282807-0021-R_G,R_G,754,828,707,758
1704282807-0021-R_G,R_G,913,966,1166,1224
1704282807-0021-R_G,R_G,1221,1302,733,926
1704282807-0021-R_G,R_G,1289,1342,1182,1244
1704282807-0021-R_G,R_G,1365,1418,1574,1635
1704282807-0021-R_G,R_G,1418,1476,1544,1600
1704282807-0021-R_G,R_G,1460,1525,1232,1292
1704282807-0021-R_G,R_G,1637,1704,1185,1257
1704282807-0021-R_G,R_G,1713,1763,1649,1711
1704282807-0021-R_G,R_G,1815,1891,807,868
1704282807-0021-R_G,R_G,1873,1947,1135,1199
1704282807-0021-R_G,R_G,1899,1962,1092,1149
1704282807-0021-R_G,R_G,2129,2213,1231,1301
1704282807-0021-R_G,R_G,2226,2277,966,1020
1704282807-0021-R_G,R_G,2256,2312,921,973
1704282807-0021-R_G,R_G,2393,2465,1588,1645
